Order,Family,Name,Scientific name,Size (cm),Cavity nester type,Reference ,Obligate or Facultative,Occasional,Excavated,Decay-formed,Excavator species,Status,Nearctic,Palearctic,Neotropical,Afrotropical,Oriental,Australasia
Passeriformes,Muscicapidae (Old World Flycatchers),Rufous-tailed Robin,Luscinia sibilans,13–14,Non-excavator,10,Facultative,,,X,,Not globally threatened,,1,,,,
Passeriformes,Muscicapidae (Old World Flycatchers),Indian Blue Robin,Luscinia brunnea,13–15,Non-excavator,10,Facultative,,,X,,Not globally threatened,,1,,,1,
Passeriformes,Muscicapidae (Old World Flycatchers),White-throated Robin,Irania gutturalis,15–17,Non-excavator,10,Facultative,,,X,,Not globally threatened,,1,,,,
Passeriformes,Muscicapidae (Old World Flycatchers),Blue Whistling-thrush,Myophonus caeruleus,29–35,Non-excavator,10,Facultative,,,X,,Not globally threatened,,1,,,1,
Passeriformes,Muscicapidae (Old World Flycatchers),White-throated Jungle-flycatcher,Rhinomyias albigularis,16.5–17,Non-excavator,10,Obligate,,,X,,Endangered,,,,,1,
Passeriformes,Muscicapidae (Old World Flycatchers),Semi-collared Flycatcher,Ficedula semitorquata,13,Non-excavator,10,Obligate,,X,X,Picidae,Not globally threatened,,1,,,,
Passeriformes,Muscicapidae (Old World Flycatchers),Yellow-rumped Flycatcher,Ficedula zanthopygia,13–13.5,Non-excavator,10,Facultative,,,X,,Not globally threatened,,1,,,,
Passeriformes,Muscicapidae (Old World Flycatchers),Slaty-blue Flycatcher,Ficedula tricolor,12.5–13,Non-excavator,10,Facultative,,,X,,Not globally threatened,,1,,,1,
Passeriformes,Muscicapidae (Old World Flycatchers),Snowy-browed Flycatcher,Ficedula hyperythra,11–13,Non-excavator,10,Facultative,,,X,,Not globally threatened,,1,,,1,
Passeriformes,Muscicapidae (Old World Flycatchers),Sapphire Flycatcher,Ficedula sapphira,10–12,Non-excavator,10,Facultative,,,X,,Not globally threatened,,1,,,1,
Passeriformes,Muscicapidae (Old World Flycatchers),Ultramarine Flycatcher,Ficedula superciliaris,11.5–12,Non-excavator,10,Obligate,,,X,,Not globally threatened,,1,,,1,
Passeriformes,Muscicapidae (Old World Flycatchers),Kashmir Flycatcher,Ficedula subrubra,13,Non-excavator,10,Obligate,,,X,,Vulnerable,,,,,1,
Passeriformes,Muscicapidae (Old World Flycatchers),Red-breasted Flycatcher,Ficedula parva,11.5,Non-excavator,10,Facultative,,,X,,Not globally threatened,,1,,,,
Passeriformes,Muscicapidae (Old World Flycatchers),European Pied Flycatcher,Ficedula hypoleuca,13,Non-excavator,10,Facultative,,X,X,Picidae,Not globally threatened,,1,,,,
Passeriformes,Muscicapidae (Old World Flycatchers),Collared Flycatcher,Ficedula albicollis,13,Non-excavator,10,Facultative,,X,X,Picidae,Not globally threatened,,1,,,,
Passeriformes,Muscicapidae (Old World Flycatchers),Narcissus Flycatcher,Ficedula narcissina,13–13.5,Non-excavator,10,Facultative,,,X,,Not globally threatened,,1,,,,
Passeriformes,Muscicapidae (Old World Flycatchers),Blue-fronted Redstart,Phoenicurus frontalis,15–16,Non-excavator,10,Facultative,,,X,,Not globally threatened,,1,,,1,
Passeriformes,Muscicapidae (Old World Flycatchers),Moussier's Redstart,Phoenicurus moussieri,12,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,1,,
Passeriformes,Muscicapidae (Old World Flycatchers),Common Redstart,Phoenicurus phoenicurus,14,Non-excavator,10,Facultative,,X,X,Picidae,Not globally threatened,,1,,,,
Passeriformes,Muscicapidae (Old World Flycatchers),White-throated Redstart,Phoenicurus schisticeps,15,Non-excavator,10,Facultative,,,X,,Not globally threatened,,1,,,1,
Passeriformes,Muscicapidae (Old World Flycatchers),Daurian Redstart,Phoenicurus auroreus,15,Non-excavator,10,Facultative,,,X,,Not globally threatened,,1,,,1,
Passeriformes,Muscicapidae (Old World Flycatchers),Hodgson's Redstart,Phoenicurus hodgsoni,15,Non-excavator,10,Facultative,,,X,,Not globally threatened,,1,,,,
Passeriformes,Muscicapidae (Old World Flycatchers),Little Rock-thrush ,Monticola rufocinereus,15–16,Non-excavator,10,Facultative,,,X,,Not globally threatened,,1,,1,,
Passeriformes,Muscicapidae (Old World Flycatchers),Common Rock-thrush,Monticola saxatilis,16–19,Non-excavator,10,Facultative,X,,X,,Not globally threatened,,1,,,,
Passeriformes,Muscicapidae (Old World Flycatchers),Miombo Rock-thrush,Monticola angolensis,18,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,1,,
Passeriformes,Muscicapidae (Old World Flycatchers),White-headed Black-chat,Pentholaea arnotti,16–18,Non-excavator,10,Obligate,,X,X,Picidae and Lybiidae,Not globally threatened,,,,1,,
Passeriformes,Muscicapidae (Old World Flycatchers),Variable Wheatear,Oenanthe picata,15,Non-excavator,10,Facultative,X,,,,Not globally threatened,,1,,,,
Passeriformes,Muscicapidae (Old World Flycatchers),White-browed Forest-flycatcher,Fraseria cinerascens,17,Non-excavator,10,Facultative,,,,,Not globally threatened,,,,1,,
Passeriformes,Muscicapidae (Old World Flycatchers),Asian Verditer-flycatcher,Eumyias thalassinus,15–17,Non-excavator,10,Facultative,,,X,,Not globally threatened,,1,,,1,
Passeriformes,Muscicapidae (Old World Flycatchers),Dark-sided Flycatcher ,Muscicapa sibirica,13–14,Non-excavator,10,Facultative,,,X,,Not globally threatened,,1,,,1,
Passeriformes,Muscicapidae (Old World Flycatchers),Spotted Flycatcher,Muscicapa striata,13.5–14.5 ,Non-excavator,10,Facultative,,,X,,Not globally threatened,,1,,,,
Passeriformes,Muscicapidae (Old World Flycatchers),Ashy Flycatcher ,Muscicapa caerulescens,13–15,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,1,,
Passeriformes,Muscicapidae (Old World Flycatchers),Cassin's Flycatcher,Muscicapa cassini,13,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,1,,
Passeriformes,Muscicapidae (Old World Flycatchers),Grey Tit-flycatcher,Myioparus plumbeus,14,Non-excavator,10,Obligate,,X,X,Picidae and Lybiidae,Not globally threatened,,,,1,,
Passeriformes,Muscicapidae (Old World Flycatchers),Grey-throated Tit-flycatcher,Myioparus griseigularis,13,Non-excavator,10,Facultative,,X,X,Picidae,Not globally threatened,,,,1,,
Passeriformes,Muscicapidae (Old World Flycatchers),White-tailed Alethe,Alethe diademata,18,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,1,,
Passeriformes,Sylviidae (Old World Warblers),Western Crowned Leaf-warbler,Phylloscopus occipitalis,11–13,Non-excavator,10,Facultative,X,,X,,Not globally threatened,,1,,,,
Passeriformes,Sylviidae (Old World Warblers),Arctic Warbler ,Phylloscopus borealis,12–13,Non-excavator,10,Facultative,X,,X,,Not globally threatened,1,1,,,,
Passeriformes,Sylviidae (Old World Warblers),Canary Chiffchaff ,Phylloscopus canariensis,12–14,Non-excavator,10,Facultative,X,,X,,Not globally threatened,,,,1,,
Passeriformes,Sylviidae (Old World Warblers),White-tailed Leaf-warbler,Phylloscopus davisoni,10–11,Non-excavator,10,Facultative,X,,X,,Not globally threatened,,1,,,1,
Passeriformes,Sylviidae (Old World Warblers),Large-billed Leaf-warbler,Phylloscopus magnirostris,12.5–13,Non-excavator,10,Facultative,X,,X,,Not globally threatened,,1,,,1,
Passeriformes,Sylviidae (Old World Warblers),Blyth's Leaf-warbler,Phylloscopus reguloides,10.5–12,Non-excavator,10,Facultative,X,,X,,Not globally threatened,,1,,,1,
Passeriformes,Sylviidae (Old World Warblers),Uganda Woodland-warbler,Phylloscopus budongoensis,10,Non-excavator,10,Facultative,X,,X,,Not globally threatened,,,,1,,
Passeriformes,Sylviidae (Old World Warblers),Greenish Warbler,Phylloscopus trochiloides,10–11.5,Non-excavator,10,Facultative,X,,X,,Not globally threatened,,1,,,,
Passeriformes,Sylviidae (Old World Warblers),Sakhalin Leaf-warbler,Phylloscopus borealoides,11.5,Non-excavator,10,Facultative,X,,X,,Not globally threatened,,1,,,,
Passeriformes,Sylviidae (Old World Warblers),White-spectacled Warbler,Seicercus affinis,11–12,Non-excavator,10,Facultative,X,,X,,Not globally threatened,,1,,,1,
Passeriformes,Timaliidae (Babblers),Jungle Babbler,Turdoides striata,25,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,,1,
Passeriformes,Eupetidae (Jewel-babblers and allies),Spotted Jewel-babbler,Ptilorrhoa leucosticta,20,Non-excavator,50,Facultative,,,X,,Not globally threatened,,,,,,1
Passeriformes,Pachycephalidae (Whistlers),Yellowhead ,Mohoua ochrocephala,14–15,Non-excavator,10,Obligate,,,X,,Endangered,,,,,,1
Passeriformes,Pachycephalidae (Whistlers),Grey Shrike-thrush,Colluricincla harmonica,22.5–25,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,,,1
Passeriformes,Pachycephalidae (Whistlers),Crested Bellbird,Oreoica gutturalis,19–23,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,,,1
Passeriformes,Notiomystidae (Stitchbird),Stitchbird,Notiomystis cincta,18,Non-excavator,10,Obligate,,,X,,Vulnerable,,,,,,1
Passeriformes,Petroicidae (Australasian Robins),Lesser Ground-robin,Amalocichla incerta,14–15,Non-excavator,10,Facultative,X,,X,,Not globally threatened,,,,,,1
Passeriformes,Petroicidae (Australasian Robins),Black Robin,Petroica traversi,15,Non-excavator,10,Facultative,,,X,,Endangered,,,,,,1
Passeriformes,Petroicidae (Australasian Robins),Scarlet Robin,Petroica boodang,12–13.5,Non-excavator,10,Facultative,,,X,,Not assessed,,,,,,1
Passeriformes,Petroicidae (Australasian Robins),Tomtit,Petroica macrocephala,13,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,,,1
Passeriformes,Petroicidae (Australasian Robins),Flame Robin,Petroica phoenicea,12–14,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,,,1
Passeriformes,Petroicidae (Australasian Robins),Pink Robin,Petroica rodinogaster,11.5–13,Non-excavator,15,Facultative,,,X,,Not globally threatened,,,,,,1
Passeriformes,Petroicidae (Australasian Robins),New Zealand Robin,Petroica australis,18,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,,,1
Passeriformes,Petroicidae (Australasian Robins),Pacific Robin,Petroica multicolor,11.5–13.5,Non-excavator,50,Facultative,X,,X,,Not globally threatened,,,,,,1
Passeriformes,Petroicidae (Australasian Robins),Hooded Robin,Melanodryas cucullata,15–17.5,Non-excavator,10,Facultative,X,,X,,Not globally threatened,,,,,,1
Passeriformes,Petroicidae (Australasian Robins),Dusky Robin,Melanodryas vittata,16–16.5,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,,,1
Passeriformes,Maluridae (Fairy-wrens),Broad-billed Fairy-wren,Malurus grayi,14–14.5,Non-excavator,50,Unknown,,,X,,Not globally threatened,,,,,,1
Passeriformes,Acanthizidae (Thornbills and Allies),Southern Whiteface,Aphelocephala leucopsis,10.5–12.5,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,,,1
Passeriformes,Acanthizidae (Thornbills and Allies),Buff-rumped Thornbill,Acanthiza reguloides,9.5–11,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,,,1
Passeriformes,Acanthizidae (Thornbills and Allies),Western Thornbill,Acanthiza inornata,8–10.5,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,,,1
Passeriformes,Acanthizidae (Thornbills and Allies),Chestnut-rumped Thornbill,Acanthiza uropygialis,9–11,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,,,1
Passeriformes,Climacteridae (Australasian Treecreepers),White-throated Treecreeper,Cormobates leucophaea,14–16.5,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Passeriformes,Climacteridae (Australasian Treecreepers),Papuan Treecreeper,Cormobates placens,14.5,Non-excavator,50,Unknown,,,X,,Not globally threatened,,,,,,1
Passeriformes,Climacteridae (Australasian Treecreepers),Black-tailed Treecreeper,Climacteris melanurus,16–19,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Passeriformes,Climacteridae (Australasian Treecreepers),White-browed Treecreeper,Climacteris affinis,14–16,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Passeriformes,Climacteridae (Australasian Treecreepers),Red-browed Treecreeper,Climacteris erythrops,15–16,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Passeriformes,Climacteridae (Australasian Treecreepers),Brown Treecreeper,Climacteris picumnus,14–18,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,,,1
Passeriformes,Climacteridae (Australasian Treecreepers),Rufous Treecreeper,Climacteris rufus,16.5–18,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,,1
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Yellow-browed Tit,Sylviparus modestus,9–10,Unknown,Inferred,Obligate,,X,X,,Not globally threatened,,1,,,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Sultan Tit,Melanochlora sultanea,20–21,Unknown,10,Obligate,,X,X,,Not globally threatened,,1,,,1,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Canary Blue Tit,Cyanistes teneriffae,11–12,Non-excavator,10,Facultative,,X,X,,not assessed,,,,1,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Common Blue Tit,Cyanistes caeruleus,11–12,Non-excavator,10; 27,Facultative,,,X,,Not globally threatened,,1,,,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Azure Tit,Cyanistes cyanus,13–14,Non-excavator,10,Facultative,,,X,,Not globally threatened,,1,,,1,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Spot-winged Tit,Periparus melanolophus,11–12,Facultative excavator,10,Facultative,,X,X,,Not globally threatened,,,,,1,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Elegant Tit ,Periparus elegans,11.5–12,Facultative excavator,Inferred,Obligate,,X,X,,Not globally threatened,,,,,1,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Coal Tit,Periparus ater,10–12,Facultative excavator,10; 27,Facultative,,X,X,Picidae,Not globally threatened,,1,,,1,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Black-breasted Tit,Periparus rufonuchalis,13,Facultative excavator,10,Facultative,,X,X,,Not globally threatened,,1,,,1,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Rufous-vented Tit,Periparus rubidiventris,12–13,Facultative excavator,10,Facultative,,X,X,,Not globally threatened,,1,,,1,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Yellow-bellied Tit,Periparus venustulus,10–11,Facultative excavator,10,Facultative,,X,X,,Not globally threatened,,1,,,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Palawan Tit,Periparus amabilis,12–13,Facultative excavator,Inferred,Unknown,,X,X,,Not globally threatened,,,,,1,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Grey-crested Tit,Lophophanes dichrous,11.5–12.5,Facultative excavator,20,Facultative,,X,X,,Not globally threatened,,1,,,1,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",European Crested Tit,Lophophanes cristatus,11.5–12,Facultative excavator,10,Facultative,,X,X,Picidae (Dendrocopos major),Not globally threatened,,1,,,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Sombre Tit ,Poecile lugubris,14–15,Facultative excavator,10,Facultative,,X,X,,Not globally threatened,,1,,,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Siberian Tit,Poecile cinctus,13.5–14,Facultative excavator,Inferred,Obligate,,X,X,Picidae,Not globally threatened,1,1,,,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Rusty-breasted Tit,Poecile davidi,12–13,Facultative excavator,10,Facultative,,X,X,,Not globally threatened,,1,,,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Varied Tit,Poecile varius,12–14,Facultative excavator,10,Facultative,,X,X,Picidae and Sittiparus varius,Not globally threatened,,1,,,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Marsh Tit,Poecile palustris,11–12,Non-excavator*,10; 27,Facultative,,X,X,,Not globally threatened,,1,,,1,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Willow Tit,Poecile montanus,11–12,Facultative excavator,Inferred,Obligate,,X,X,Picidae,Not globally threatened,,1,,,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Carolina Chickadee,Poecile carolinensis,11.5–13,Facultative excavator,Inferred,Obligate,,X,X,Picidae,Not globally threatened,1,,,,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Black-capped Chickadee,Poecile atricapillus,13–14.5,Facultative excavator,10,Facultative,,X,X,Picidae,Not globally threatened,1,,,,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Mountain Chickadee,Poecile gambeli,13.5–15,Facultative excavator,Inferred,Obligate,,X,X,Picidae,Not globally threatened,1,,,,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Mexican Chickadee,Poecile sclateri,12.5–13.5,Facultative excavator,Inferred,Obligate,,X,X,,Not globally threatened,1,,,,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Chestnut-backed Chickadee,Poecile rufescens,11.5–12.5,Facultative excavator,10,Facultative,,X,X,Picidae,Not globally threatened,1,,,,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Boreal Chickadee,Poecile hudsonicus,12.5–14.5,Facultative excavator,Inferred,Obligate,,X,X,Picidae,Not globally threatened,1,,,,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Bridled Titmouse,Baeolophus wollweberi,11.5–13.5,Facultative excavator,Inferred,Obligate,,X,X,Picidae,Not globally threatened,1,,,,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Oak Titmouse,Baeolophus inornatus,15–16,Facultative excavator,Inferred,Obligate,,X,X,Picidae,Not globally threatened,1,,,,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Juniper Titmouse,Baeolophus ridgwayi,15–16,Facultative excavator,Inferred,Obligate,,X,X,Picidae,Not globally threatened,1,,,,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Tufted Titmouse,Baeolophus bicolor,11.5–14,Facultative excavator,Inferred,Obligate,,X,X,Picidae,Not globally threatened,1,,,,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Black-crested Titmouse,Baeolophus atricristatus,14.5–15,Facultative excavator,10,Facultative,,X,X,Picidae,Not globally threatened,1,,,,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Green-backed Tit,Parus monticolus,12.5–13,Non-excavator,10,Facultative,,,X,,Not globally threatened,,1,,,1,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Great Tit,Parus major,12.5–14,Non-excavator,10,Facultative,,X,X,Picidae ,Not globally threatened,,1,,,1,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",White-naped Tit,Parus nuchalis,12–13,Non-excavator,Inferred,Obligate,,X,X,Picidae,Vulnerable,,,,,1,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Stripe-breasted Tit,Parus fasciiventer,14,Non-excavator,Inferred,Unknown,,,X,,Not globally threatened,,,,1,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Yellow Tit,Parus holsti,12.5–13,Non-excavator,Inferred,Unknown,,,X,,Not globally threatened,,,,,1,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Black-lored Tit,Parus xanthogenys,13–14,Non-excavator,10,Facultative,,X,X,Picidae and Megalaimidae,Not globally threatened,,,,,1,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Rufous-bellied Tit,Parus rufiventris,14–15,Non-excavator,Inferred,Obligate,,X,X,Picidae and Lybiidae,Not globally threatened,,,,1,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",White-bellied Tit,Parus albiventris,14–15,Non-excavator,Inferred,Obligate,,X,X,Picidae and Lybiidae,Not globally threatened,,,,1,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Dusky Tit,Parus funereus,13–14.5,Non-excavator,Inferred,Unknown,,,X,,Not globally threatened,,,,1,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",White-backed Black Tit,Parus leuconotus,13.5–14 ,Non-excavator,Inferred,Unknown,,,X,,Not globally threatened,,,,1,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Miombo Tit,Parus griseiventris,14–15,Non-excavator,10,Facultative,,X,X,Picidae and Lybiidae,Not globally threatened,,,,1,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Somali Tit,Parus thruppi,11.5–12,Non-excavator,Inferred,Unknown,,,X,,Not globally threatened,,,,1,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Red-throated Tit,Parus fringillinus,11.5–12,Non-excavator,Inferred,Unknown,,,X,,Not globally threatened,,,,1,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",White-winged Black Tit,Parus leucomelas,15–16,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,1,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Carp's Black Tit,Parus carpi,15,Non-excavator,Inferred,Obligate,,X,X,Picidae and Lybiidae,Not assessed,,,,1,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Grey Tit,Parus afer,14–15,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,1,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Southern Black Tit,Parus niger,15–16,Non-excavator,Inferred,Obligate,,X,X,Picidae and Lybiidae,Not globally threatened,,,,1,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Cinnamon-breasted Tit,Parus pallidiventris,15,Non-excavator,Inferred,Obligate,,,X,,Not assessed,,,,1,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Yellow-cheeked Tit ,Parus spilonotus,14–15.5,Non-excavator,10,Facultative,,,X,,Not globally threatened,,1,,,1,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",White-shouldered Black Tit,Parus guineensis,14,Non-excavator,Inferred,Obligate,,,X,,Not globally threatened,,,,1,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Turkestan Tit,Parus bokharensis,14.5–15,Non-excavator,10,Facultative,,,X,,Not globally threatened,,1,,,,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",White-fronted Tit ,Parus semilarvatus,13,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,,1,
Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Ashy Tit,Parus cinerascens,14.5–15,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,1,,
Passeriformes,Remizidae (Penduline-Tits),Fire-capped Tit ,Cephalopyrus flammiceps,8.5–9.5 ,Facultative excavator,Inferred,Obligate,,X,X,Picidae and Lybiidae,Not globally threatened,,1,,,1,
Passeriformes,Sittidae (Nuthatches),Chinese Nuthatch,Sitta villosa,11.5,Facultative excavator,10,Obligate,,X,X,Picidae,Not globally threatened,,1,,,,
Passeriformes,Sittidae (Nuthatches),Indian Nuthatch ,Sitta castanea,12.5 ,Non-excavator,10,Obligate,,,X,,Not assessed,,,,,1,
Passeriformes,Sittidae (Nuthatches),Neglected Nuthatch,Sitta neglecta,13,Non-excavator,10,Facultative,,,X,,Not assessed,,,,,1,
Passeriformes,Sittidae (Nuthatches),Eastern Rock Nuthatch,Sitta tephronota,15–16,Non-excavator,10,Obligate,,X,X,"Picidae, Coraciidae, and Meropidae",Not globally threatened,,1,,,,
Passeriformes,Sittidae (Nuthatches),Algerian Nuthatch ,Sitta ledanti,13.5,Facultative excavator,10,Obligate,,X,,Picidae,Endangered,,1,,,,
Passeriformes,Sittidae (Nuthatches),Chestnut-bellied Nuthatch,Sitta cinnamoventris,14,Non-excavator,10,Facultative,,,X,,Not assessed,,1,,,1,
Passeriformes,Sittidae (Nuthatches),Eurasian Nuthatch,Sitta europaea,14,Non-excavator,10,Obligate,,X,X,Picidae,Not globally threatened,,1,,,,
Passeriformes,Sittidae (Nuthatches),Chestnut-vented Nuthatch,Sitta nagaensis,12.5–14,Non-excavator,10,Obligate,,,X,,Not globally threatened,,1,,,1,
Passeriformes,Sittidae (Nuthatches),Kashmir Nuthatch,Sitta cashmirensis,14,Non-excavator,10,Obligate,,X,X,Picidae,Not globally threatened,,,,,1,
Passeriformes,Sittidae (Nuthatches),White-tailed Nuthatch,Sitta himalayensis,12,Non-excavator,10,Obligate,,,X,,Not globally threatened,,1,,,1,
Passeriformes,Sittidae (Nuthatches),White-browed Nuthatch,Sitta victoriae,11.5,Non-excavator,10,Unknown,,,X,,Endangered,,,,,1,
Passeriformes,Sittidae (Nuthatches),Red-breasted Nuthatch,Sitta canadensis,11.5,Facultative excavator,10,Obligate,,X,X,,Not globally threatened,1,,,,,
Passeriformes,Sittidae (Nuthatches),White-cheeked Nuthatch,Sitta leucopsis,13,Non-excavator,10,Facultative,,X,X,Picidae,Not assessed,,,,,1,
Passeriformes,Sittidae (Nuthatches),White-breasted Nuthatch,Sitta carolinensis,15.5 ,Non-excavator,10,Obligate,,X,X,Picidae,Not globally threatened,1,,1,,,
Passeriformes,Sittidae (Nuthatches),Pygmy Nuthatch,Sitta pygmaea,11,Facultative excavator,10,Obligate,,X,,Picidae,Not globally threatened,1,,,,,
Passeriformes,Sittidae (Nuthatches),Brown-headed Nuthatch,Sitta pusilla,10.5 ,Facultative excavator,10,Obligate,,X,X,Picidae,Not globally threatened,1,,,,,
Passeriformes,Sittidae (Nuthatches),Corsican Nuthatch,Sitta whiteheadi,12,Facultative excavator,10,Obligate,,X,,Picidae,Vulnerable,,1,,,,
Passeriformes,Sittidae (Nuthatches),Krueper's Nuthatch,Sitta krueperi,12.5 ,Facultative excavator,10,Facultative,,X,X,,Not globally threatened,,1,,,,
Passeriformes,Sittidae (Nuthatches),Yunnan Nuthatch,Sitta yunnanensis,12,Unknown,32,Unknown,,,X,,Not globally threatened,,1,,,,
Passeriformes,Sittidae (Nuthatches),Velvet-fronted Nuthatch,Sitta frontalis,12.5,Non-excavator,10,Obligate,,X,X,Picidae and Lybiidae,Not globally threatened,,1,,,1,
Passeriformes,Sittidae (Nuthatches),Yellow-billed Nuthatch,Sitta solangiae,12.5–13.5,Non-excavator,10,Unknown,,,X,,Not globally threatened,,1,,,1,
Passeriformes,Sittidae (Nuthatches),Sulphur-billed Nuthatch,Sitta oenochlamys,12.5,Non-excavator,10,Unknown,,,X,,Not globally threatened,,,,,1,
Passeriformes,Sittidae (Nuthatches),Blue Nuthatch,Sitta azurea,13.5,Non-excavator,10,Obligate,,,X,,Not globally threatened,,,,,1,
Passeriformes,Sittidae (Nuthatches),Giant Nuthatch,Sitta magna,19.5,Non-excavator,10,Obligate,,,X,,Endangered,,1,,,1,
Passeriformes,Sittidae (Nuthatches),Beautiful Nuthatch,Sitta formosa,16.5,Non-excavator,10,Obligate,,,X,,Vulnerable,,1,,,1,
Passeriformes,Sittidae (Nuthatches),Przewalski's Nuthatch,Sitta przewalskii,12.5,Non-excavator,32,Unknown,,,X,,Not assessed,,1,,,,
Passeriformes,Certhiidae (Treecreepers),Eurasian Treecreeper ,Certhia familiaris,12.5,Non-excavator,10,Facultative,,,X,,Not globally threatened,,,,,,
Passeriformes,Certhiidae (Treecreepers),Bar-tailed Treecreeper,Certhia himalayana,14,Non-excavator,10,Facultative,,X,X,Picidae,Not globally threatened,,1,,,1,
Passeriformes,Certhiidae (Treecreepers),Sikkim Treecreeper,Certhia discolor,14,Non-excavator,10,Unknown,,,X,,Not globally threatened,,1,,,1,
Passeriformes,Certhiidae (Treecreepers),Rusty-flanked Treecreeper,Certhia nipalensis,14,Non-excavator,10,Unknown,,,X,,Not globally threatened,,1,,,1,
